Gender,Gender Code,Single-Year Ages Code,Cause of death,Race,Place of Death,Deaths
Male,M,55,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,55,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,55,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,55,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
Male,M,56,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,57,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,57,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Other,2
Male,M,58,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,2
Male,M,58,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,58,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,2
Male,M,59,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,2
Male,M,59,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,60,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,2
Male,M,60,Intentional self-harm by handgun discharge,Black or African American,Other,2
Male,M,60,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,60,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,60,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,61,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Male,M,61,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,61,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,61,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,2
Male,M,62,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,62,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,62,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,63,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,64,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,64,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,64,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,66,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,66,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,2
Male,M,67,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,67,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,2
Male,M,68,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,2
Male,M,68,Intentional self-harm by handgun discharge,Black or African American,Decedent's home,2
Male,M,69,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,2
Male,M,70,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,70,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,71,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,71,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,2
Male,M,71,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,73,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,73,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,74,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,77,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,77,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,78,Intentional self-harm by handgun discharge,White,Medical Facility - Inpatient,2
Male,M,78,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,79,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,79,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,80,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,81,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,81,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,81,Intentional self-harm by other and unspecified firearm discharge,White,Nursing home/long term care,2
Male,M,82,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,83,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,84,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,84,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,85,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,85,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,86,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,87,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Male,M,87,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
Male,M,87,Intentional self-harm by other and unspecified firearm discharge,White,Nursing home/long term care,2
Male,M,89,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Other,2
Male,M,90,Intentional self-harm by handgun discharge,White,Medical Facility - Outpatient or ER,2
Male,M,90,Intentional self-harm by handgun discharge,White,Nursing home/long term care,2
Male,M,91,Intentional self-harm by handgun discharge,White,Other,2
Male,M,91,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Male,M,92,Intentional self-harm by handgun discharge,White,Other,2
Male,M,92,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Male,M,93,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Male,M,93,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Male,M,94,Intentional self-harm by handgun discharge,White,Other,2
Male,M,95,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Male,M,95,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Male,M,95,Intentional self-harm by other and unspecified firearm discharge,White,Other,2
Male,M,96,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Decedent's home,2
Male,M,97,Intentional self-harm by handgun discharge,White,Decedent's home,2
Male,M,100,Intentional self-harm by other and unspecified firearm discharge,White,Decedent's home,2
Female,F,0,Assault by other and unspecified firearm discharge,White,Decedent's home,2
Female,F,5,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,6,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Female,F,7,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Female,F,7,Assault by other and unspecified firearm discharge,White,Decedent's home,2
Female,F,8,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,9,Assault by other and unspecified firearm discharge,White,Decedent's home,2
Female,F,11,Assault by other and unspecified firearm discharge,White,Medical Facility - Outpatient or ER,2
Female,F,13,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Female,F,14,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Female,F,14,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,2
Female,F,14,Assault by other and unspecified firearm discharge,Black or African American,Other,2
Female,F,15,Assault by other and unspecified firearm discharge,White,Other,2
Female,F,16,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Female,F,16,Assault by other and unspecified firearm discharge,Black or African American,Decedent's home,2
Female,F,16,Assault by other and unspecified firearm discharge,White,Decedent's home,2
Female,F,17,Assault by handgun discharge,White,Other,2
Female,F,19,Assault by handgun discharge,White,Decedent's home,2
Female,F,19,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,2
Female,F,20,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,2
Female,F,21,Assault by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,2
Female,F,21,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,22,Assault by other and unspecified firearm discharge,White,Medical Facility - Inpatient,2
Female,F,23,Assault by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,2
Female,F,23,Assault by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,2
